PRISM Time Series Data
Location:  Lat: 30.3980   Lon: -94.2635   Elev: 18m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2024-08
Dataset: AN91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2025-Feb-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1963-06,120.08,20.2,27.0,33.8,20.9,0.02,27.51
1963-07,123.53,21.7,27.8,33.8,22.4,0.02,25.15
1963-08,47.30,20.8,28.1,35.4,21.6,0.06,31.79
1963-09,244.78,19.2,25.6,32.0,19.7,0.60,24.77
1963-10,14.30,13.6,21.7,29.8,14.7,0.00,25.19
1963-11,190.10,8.8,15.5,22.3,9.8,0.49,14.28
1963-12,114.81,-0.0,6.8,13.6,1.2,0.36,8.90
1964-01,118.12,2.6,9.0,15.5,3.7,0.26,8.87
1964-02,83.21,2.4,8.8,15.1,2.9,0.21,9.22
1964-03,117.94,8.0,15.1,22.1,8.9,0.57,13.68
1964-04,107.69,15.2,20.8,26.4,15.5,0.56,15.20
1964-05,119.71,18.1,24.0,29.9,18.2,0.28,20.35
1964-06,32.48,20.1,26.3,32.5,20.2,0.35,24.57
1964-07,82.89,21.5,27.8,34.1,22.0,0.00,26.63
1964-08,109.38,22.3,28.4,34.5,22.6,0.50,27.06
1964-09,125.50,19.3,25.5,31.6,19.9,0.65,23.16
1964-10,14.69,9.7,18.2,26.7,11.3,0.28,20.29
1964-11,92.12,10.2,16.9,23.7,11.8,0.23,14.56
1964-12,141.72,5.5,11.5,17.5,6.9,0.44,8.69
1965-01,58.36,4.9,12.2,19.4,6.9,0.21,11.59
1965-02,110.84,4.5,11.3,18.0,4.8,0.69,10.23
1965-03,112.62,6.9,13.5,20.1,6.7,0.85,12.24
1965-04,27.84,15.8,22.0,28.1,16.0,0.41,18.95
1965-05,112.62,18.9,24.1,29.2,18.6,0.56,18.16
1965-06,55.15,20.1,26.4,32.7,20.7,0.00,24.95
1965-07,58.84,21.3,28.2,35.1,21.6,0.00,30.96
1965-08,91.82,20.6,27.2,33.9,21.3,0.00,27.29
1965-09,124.86,19.8,26.0,32.2,20.0,0.10,24.73
1965-10,31.48,11.7,19.1,26.4,12.8,0.14,18.76
1965-11,102.82,12.8,18.8,24.8,14.0,0.23,14.33
1965-12,190.45,5.7,12.2,18.6,8.4,0.00,9.25
1966-01,148.55,2.4,7.5,12.5,4.0,0.40,5.74
1966-02,206.69,4.0,10.2,16.4,5.1,0.38,8.82
1966-03,33.18,7.6,14.5,21.4,7.8,0.59,13.86
1966-04,135.57,14.0,20.1,26.2,14.4,0.38,16.88
1966-05,129.24,18.4,23.5,28.5,18.5,0.53,16.84
1966-06,55.88,18.9,25.5,32.1,19.3,0.00,24.86
1966-07,70.18,22.2,28.5,34.9,22.6,0.00,28.26
1966-08,167.35,21.4,26.9,32.4,21.9,0.00,21.75
1966-09,90.88,18.5,24.8,31.1,19.7,0.00,21.48
1966-10,140.57,11.6,18.8,26.0,13.0,0.17,17.85
1966-11,73.26,10.3,16.7,23.1,11.2,0.42,14.05
1966-12,101.38,4.5,10.6,16.8,6.5,0.24,8.77
1967-01,54.74,3.5,9.9,16.3,4.4,0.42,9.10
1967-02,88.77,3.2,10.6,18.1,4.3,0.39,11.70
1967-03,41.71,10.5,17.8,25.2,11.2,0.29,17.90
1967-04,160.23,17.0,22.6,28.3,17.5,0.24,17.61
1967-05,140.13,16.5,22.6,28.7,16.6,0.41,19.56
1967-06,58.45,19.9,26.5,33.0,20.0,0.02,26.60
1967-07,113.44,20.4,26.6,32.8,20.6,0.01,25.21
1967-08,60.09,20.3,26.8,33.4,20.1,0.29,27.78
1967-09,43.43,16.8,23.7,30.6,18.0,0.00,22.24
1967-10,85.43,10.3,19.2,28.0,12.2,0.00,22.90
1967-11,12.11,7.7,15.2,22.8,9.1,0.20,14.66
1967-12,266.47,5.5,11.5,17.6,7.8,0.05,8.81
1968-01,120.16,4.1,9.4,14.7,5.8,0.24,6.39
1968-02,69.34,0.9,8.3,15.7,2.5,0.34,9.33
1968-03,73.45,7.3,13.9,20.6,8.3,0.19,12.26
1968-04,151.03,14.9,20.5,26.0,15.4,0.46,15.51
1968-05,163.96,16.9,23.0,29.1,17.9,0.00,18.81
1968-06,260.37,20.3,25.7,31.2,21.4,0.00,19.23
1968-07,100.13,20.9,26.9,32.9,21.8,0.00,23.32
1968-08,67.70,21.0,27.4,33.8,21.6,0.00,26.61
1968-09,117.63,17.1,23.7,30.2,18.5,0.00,21.06
1968-10,104.13,13.2,20.5,27.8,14.5,0.09,19.88
1968-11,147.81,6.6,13.6,20.5,7.9,0.39,12.74
1968-12,134.28,3.1,10.1,17.1,5.3,0.24,9.67
1969-01,31.91,6.1,11.5,16.9,6.3,0.60,8.77
1969-02,159.07,5.9,11.7,17.5,7.2,0.32,9.11
1969-03,120.62,5.8,12.1,18.5,5.5,0.75,11.21
1969-04,124.75,13.7,20.0,26.4,14.9,0.05,16.68
1969-05,186.29,16.5,22.7,29.0,17.9,0.00,18.57
1969-06,57.74,20.0,26.3,32.5,20.6,0.03,24.11
1969-07,148.67,22.6,28.7,34.8,23.2,0.00,27.48
1969-08,30.16,21.4,28.0,34.6,22.1,0.00,28.65
1969-09,59.94,17.6,25.1,32.6,19.4,0.00,26.53
1969-10,77.70,14.0,21.3,28.6,15.0,0.28,21.17
1969-11,63.17,6.2,14.2,22.1,8.5,0.08,14.61
1969-12,186.10,4.3,11.7,19.0,7.9,0.00,10.51
1970-01,52.24,1.3,7.1,13.0,2.9,0.42,6.56
1970-02,76.87,3.1,10.9,18.6,5.3,0.09,11.25
1970-03,101.47,7.1,13.7,20.2,9.2,0.13,10.97
1970-04,81.08,14.3,20.4,26.5,15.6,0.00,15.96
1970-05,184.64,15.7,22.1,28.5,16.9,0.00,18.84
1970-06,45.08,19.0,25.4,31.9,20.1,0.00,22.95
1970-07,71.93,20.6,27.3,34.1,21.7,0.00,27.78
1970-08,66.62,21.2,28.1,34.9,22.2,0.00,29.47
1970-09,118.56,20.2,25.9,31.7,21.5,0.00,20.74
1970-10,387.00,11.5,18.4,25.3,14.1,0.00,15.37
1970-11,64.52,4.7,12.4,20.2,7.1,0.12,12.55
1970-12,66.12,8.3,14.7,21.1,10.4,0.09,11.66
1971-01,23.61,5.9,12.0,18.0,7.2,0.42,9.82
1971-02,89.37,4.2,11.8,19.4,5.4,0.49,12.68
1971-03,45.59,6.7,13.9,21.1,7.6,0.48,13.81
1971-04,28.88,11.3,18.7,26.1,12.5,0.00,18.79
1971-05,126.98,15.9,22.3,28.8,17.2,0.00,19.17
1971-06,59.71,19.3,26.3,33.3,21.1,0.00,26.02
1971-07,81.82,20.2,27.6,34.9,22.1,0.00,30.64
1971-08,129.87,19.3,26.1,32.9,21.7,0.00,23.97
1971-09,104.70,18.7,24.8,30.8,20.9,0.00,19.32
1971-10,121.10,14.1,21.1,28.1,17.0,0.00,17.90
1971-11,106.69,6.1,14.3,22.4,9.5,0.00,14.59
1971-12,265.17,8.9,14.5,20.1,11.7,0.00,8.91
1972-01,166.59,6.4,12.6,18.8,8.0,0.37,10.37
1972-02,34.25,4.6,12.0,19.3,6.5,0.20,11.86
1972-03,135.03,9.2,16.7,24.2,11.0,0.11,16.69
1972-04,94.98,13.5,20.5,27.5,15.0,0.00,18.91
1972-05,119.64,15.6,22.5,29.4,16.9,0.00,21.22
1972-06,54.90,20.0,26.5,33.1,20.5,0.00,26.46
1972-07,160.52,20.5,26.3,32.1,21.9,0.00,20.95
1972-08,89.66,20.1,26.7,33.3,21.7,0.00,25.08
1972-09,142.87,20.0,26.2,32.4,21.9,0.00,22.41
1972-10,107.78,13.4,20.1,26.8,15.5,0.00,17.09
1972-11,142.61,6.0,12.0,17.9,8.0,0.29,9.14
1972-12,134.68,3.2,10.0,16.7,6.7,0.00,8.54
1973-01,157.43,1.3,7.6,13.9,3.8,0.13,7.35
1973-02,127.00,3.2,10.0,16.7,4.8,0.35,9.61
1973-03,169.78,10.5,16.8,23.1,12.5,0.00,13.08
1973-04,210.64,11.0,17.3,23.6,12.3,0.00,14.06
1973-05,136.83,15.1,22.0,28.9,16.5,0.00,20.18
1973-06,266.13,19.9,25.4,30.9,21.1,0.00,18.83
1973-07,166.45,21.1,27.4,33.8,22.9,0.00,23.95
1973-08,136.56,19.4,25.7,31.9,21.4,0.00,20.59
1973-09,195.68,19.9,25.3,30.7,21.6,0.00,17.21
1973-10,244.04,15.6,21.9,28.1,17.1,0.30,17.86
1973-11,115.41,12.6,19.1,25.7,14.1,0.39,15.86
1973-12,131.04,3.0,10.7,18.5,5.6,0.11,11.39
1974-01,274.68,6.9,12.2,17.6,9.2,0.20,7.46
1974-02,60.93,3.9,12.0,20.2,6.0,0.27,13.69
1974-03,82.33,12.2,18.7,25.3,13.2,0.79,16.88
1974-04,90.32,12.3,19.4,26.5,12.9,0.32,19.07
1974-05,95.88,17.7,23.8,29.9,19.5,0.00,18.78
1974-06,67.07,18.3,25.4,32.5,19.3,0.01,25.62
1974-07,91.67,20.5,27.7,35.0,21.4,0.00,31.04
1974-08,148.32,20.4,26.9,33.3,21.6,0.00,25.11
1974-09,116.23,17.5,23.1,28.8,18.8,0.00,15.94
1974-10,101.14,11.7,19.6,27.4,13.9,0.00,20.38
1974-11,209.58,7.9,14.4,21.0,10.3,0.11,11.36
1974-12,183.18,4.0,10.6,17.1,6.5,0.00,8.49
1975-01,120.75,6.0,12.3,18.6,8.3,0.23,9.70
1975-02,80.09,4.7,11.8,18.9,7.9,0.13,9.79
1975-03,98.90,8.0,14.7,21.4,10.2,0.14,12.21
1975-04,140.65,12.9,18.8,24.6,13.6,0.24,14.13
1975-05,214.00,18.4,23.9,29.4,19.5,0.06,17.07
1975-06,167.40,20.8,26.1,31.4,21.3,0.46,19.20
1975-07,141.96,21.6,27.2,32.8,22.2,0.25,22.05
1975-08,148.52,21.4,27.2,32.9,22.3,0.10,21.90
1975-09,49.52,17.1,23.6,30.0,18.0,0.02,20.66
1975-10,161.53,13.1,20.2,27.4,14.8,0.31,18.96
1975-11,91.20,7.4,14.6,21.9,9.6,0.13,13.31
1975-12,97.07,4.4,10.6,16.8,5.7,0.19,9.21
1976-01,47.59,1.8,9.2,16.6,3.4,0.30,10.16
1976-02,40.37,7.5,14.6,21.7,8.9,0.23,13.51
1976-03,147.29,10.6,16.1,21.7,12.0,0.20,10.67
1976-04,80.10,13.7,19.9,26.0,14.3,0.50,16.63
1976-05,140.05,14.8,20.9,27.0,16.0,0.00,16.36
1976-06,201.28,18.9,25.0,31.1,19.8,0.01,21.22
1976-07,141.25,21.4,26.8,32.2,22.1,0.00,20.13
1976-08,54.26,19.8,27.0,34.2,20.7,0.02,28.71
1976-09,97.45,18.1,24.7,31.2,19.3,0.11,22.86
1976-10,150.22,8.2,15.5,22.8,10.4,0.00,15.13
1976-11,100.20,3.6,10.3,16.9,5.5,0.01,10.19
1976-12,171.66,2.0,8.7,15.5,4.8,0.03,8.19
1977-01,107.45,-0.7,5.2,11.1,-0.4,0.34,6.95
1977-02,47.61,3.9,11.2,18.5,4.1,0.59,13.27
1977-03,120.20,9.4,15.9,22.5,9.5,0.77,14.75
1977-04,120.06,12.6,19.3,25.9,13.3,0.00,17.56
1977-05,48.93,17.6,23.9,30.1,18.4,0.34,20.89
1977-06,120.62,20.9,27.2,33.6,20.9,0.00,27.23
1977-07,73.86,22.1,28.6,35.1,22.2,0.64,29.42
1977-08,111.02,22.6,28.3,34.0,22.9,0.76,25.06
1977-09,77.59,20.9,26.8,32.6,21.8,0.46,21.93
1977-10,80.46,12.6,19.9,27.3,14.1,0.52,19.73
1977-11,198.37,10.0,16.2,22.3,11.9,0.19,12.02
1977-12,104.04,4.1,10.8,17.5,5.6,0.32,10.19
1978-01,190.34,0.4,5.2,9.9,1.1,0.32,5.18
1978-02,82.69,0.2,6.2,12.2,0.7,0.39,7.45
1978-03,30.81,6.3,13.5,20.8,7.1,0.34,14.81
1978-04,11.61,13.7,19.9,26.1,13.7,0.55,17.68
1978-05,42.91,17.8,24.4,31.0,18.6,0.78,23.24
1978-06,172.68,20.8,26.7,32.5,21.1,0.76,23.23
1978-07,106.22,22.3,28.8,35.2,22.5,0.78,28.84
1978-08,113.34,21.9,28.2,34.4,22.0,0.88,27.86
1978-09,111.61,20.9,25.7,30.5,21.3,0.73,16.85
1978-10,9.12,11.8,19.8,27.9,12.3,0.61,22.68
1978-11,214.38,11.5,17.5,23.5,12.8,0.30,14.16
1978-12,100.83,4.4,11.1,17.8,6.1,0.46,9.26
1979-01,224.42,0.4,5.9,11.5,1.2,0.41,5.42
1979-02,151.77,4.2,9.4,14.5,5.4,0.38,6.39
1979-03,143.42,9.6,15.9,22.3,9.4,0.82,14.48
1979-04,268.11,14.4,19.5,24.7,15.1,0.30,13.19
1979-05,139.50,15.9,21.9,27.9,16.9,0.19,17.06
1979-06,70.76,20.4,26.0,31.7,20.6,0.07,21.64
1979-07,271.36,22.4,27.5,32.5,23.4,0.00,18.76
1979-08,96.06,21.4,27.2,32.9,22.7,0.00,20.84
1979-09,240.32,17.9,23.8,29.6,18.7,0.62,18.36
1979-10,152.17,13.2,20.7,28.2,14.9,0.19,20.41
1979-11,88.12,5.4,12.6,19.8,6.6,0.54,12.78
1979-12,103.80,3.5,10.4,17.3,4.9,0.16,10.06
1980-01,140.45,6.5,11.6,16.8,7.7,0.33,7.30
1980-02,83.78,3.7,9.9,16.1,4.6,0.31,9.84
1980-03,203.73,8.6,14.6,20.6,9.3,0.59,11.60
1980-04,85.93,10.9,17.4,23.9,11.4,0.17,16.07
1980-05,222.13,18.1,23.5,28.9,19.0,0.00,16.74
1980-06,23.37,21.4,27.7,34.0,21.5,0.24,27.25
1980-07,56.20,22.6,29.6,36.6,22.4,0.56,35.06
1980-08,54.06,22.0,28.7,35.5,21.7,0.82,32.79
1980-09,157.91,21.5,27.4,33.3,21.9,0.47,25.22
1980-10,200.65,10.5,18.0,25.6,11.3,0.72,19.50
1980-11,68.46,6.4,12.9,19.3,7.2,0.38,13.04
1980-12,43.05,4.5,11.0,17.6,5.8,0.42,9.87
1981-01,63.98,1.6,8.5,15.5,2.0,0.37,10.12
1981-02,71.17,4.2,10.8,17.4,4.6,0.44,10.72
1981-03,76.43,8.1,14.8,21.6,7.0,0.79,15.05
1981-04,53.58,16.5,22.0,27.5,15.3,0.81,17.38
1981-05,105.49,16.5,22.4,28.2,16.2,0.60,17.95
1981-06,332.71,22.2,27.2,32.3,21.6,0.28,20.05
1981-07,173.55,22.7,28.2,33.8,22.2,0.00,23.41
1981-08,60.93,21.9,28.1,34.4,21.0,0.44,28.03
1981-09,126.19,17.6,24.1,30.7,17.8,0.02,21.31
1981-10,152.57,14.5,20.6,26.7,14.8,0.04,15.89
1981-11,92.44,9.8,16.4,23.0,11.0,0.18,13.48
1981-12,84.57,4.5,11.1,17.6,5.2,0.58,10.06
1982-01,62.86,3.7,10.3,16.9,4.8,0.45,9.13
1982-02,137.02,4.6,10.4,16.3,4.7,0.40,9.83
1982-03,91.62,11.7,17.0,22.2,11.4,0.96,12.49
1982-04,148.35,13.3,18.9,24.5,13.1,0.70,14.40
1982-05,144.34,17.7,23.3,29.0,16.6,0.01,18.62
1982-06,134.32,20.9,27.2,33.4,19.4,0.91,26.42
1982-07,83.36,22.1,28.3,34.5,20.7,0.92,27.59
1982-08,66.32,22.2,28.5,34.8,20.8,0.93,28.68
1982-09,31.91,18.2,25.4,32.6,16.8,1.15,28.19
1982-10,78.60,13.3,19.9,26.6,12.3,0.84,18.48
1982-11,199.76,9.8,15.7,21.6,9.4,0.77,11.04
1982-12,325.49,7.2,12.9,18.7,7.2,0.36,9.13
1983-01,68.06,3.2,8.8,14.5,2.7,0.15,8.20
1983-02,171.21,5.2,11.1,17.0,4.3,0.36,9.54
1983-03,101.15,6.7,14.0,21.3,5.7,0.42,15.46
1983-04,32.85,10.5,16.7,23.0,9.1,0.48,14.64
1983-05,267.98,16.3,22.2,28.1,15.7,0.09,17.87
1983-06,91.80,20.0,25.2,30.5,18.9,0.00,18.69
1983-07,99.86,22.2,27.5,32.8,21.3,0.00,21.16
1983-08,201.70,22.3,27.7,33.0,21.6,0.00,20.95
1983-09,177.29,18.4,24.3,30.2,17.9,0.03,19.01
1983-10,10.94,13.0,20.0,27.0,13.4,0.00,18.08
1983-11,102.75,9.2,15.8,22.4,9.5,0.24,12.76
1983-12,139.83,1.3,7.4,13.5,0.9,0.11,7.45
1984-01,114.01,1.1,7.2,13.3,0.2,0.36,8.43
1984-02,146.15,4.3,11.6,18.9,3.3,0.33,12.96
1984-03,69.85,9.4,15.7,22.1,8.0,0.61,13.77
1984-04,46.46,12.8,19.8,26.8,10.7,0.89,20.80
1984-05,177.92,17.2,23.5,29.8,15.6,1.00,21.63
1984-06,62.02,20.1,26.3,32.5,18.8,0.19,24.65
1984-07,56.83,21.3,27.6,33.8,20.1,0.35,26.92
1984-08,104.36,21.3,27.8,34.3,20.1,0.18,28.72
1984-09,88.05,18.6,24.7,30.8,17.1,0.86,23.02
1984-10,208.70,16.8,22.3,27.8,16.4,0.09,16.01
1984-11,116.48,8.0,14.5,20.9,7.8,0.47,12.03
1984-12,74.16,10.9,16.2,21.5,10.5,0.34,10.80
1985-01,95.48,0.7,6.8,12.9,-0.1,0.44,7.63
1985-02,167.31,3.3,9.2,15.2,2.8,0.25,8.42
1985-03,123.03,12.2,17.9,23.5,11.2,0.60,13.48
1985-04,57.49,14.5,20.9,27.3,12.6,0.79,20.00
1985-05,71.00,17.3,23.9,30.6,16.3,0.34,24.25
1985-06,106.69,20.4,27.0,33.5,19.1,0.14,27.77
1985-07,97.95,21.2,27.5,33.8,20.3,0.00,26.61
1985-08,67.18,21.8,28.7,35.5,20.6,0.39,31.48
1985-09,147.82,19.0,25.8,32.6,18.1,0.58,26.32
1985-10,250.01,16.4,21.4,26.4,15.2,0.27,14.53
1985-11,116.42,12.8,18.1,23.4,12.6,0.23,11.53
1985-12,97.26,2.1,8.9,15.7,2.5,0.01,8.71
1986-01,19.85,3.4,10.6,17.9,2.2,0.36,12.02
1986-02,59.39,7.9,14.4,21.0,7.2,0.30,14.57
1986-03,47.05,7.8,16.0,24.1,6.6,0.41,19.27
1986-04,64.23,14.3,20.5,26.7,13.9,0.08,18.31
1986-05,130.76,17.8,23.4,28.9,17.7,0.00,18.45
1986-06,223.25,21.7,26.9,32.2,21.4,0.01,21.37
1986-07,79.65,22.6,28.8,34.9,21.9,0.56,29.36
1986-08,126.77,21.0,27.5,33.9,20.7,0.06,28.10
1986-09,118.62,21.7,26.7,31.8,21.6,0.19,19.83
1986-10,166.53,13.8,19.8,25.8,14.7,0.00,15.47
1986-11,275.35,11.5,16.1,20.7,11.9,0.16,9.07
1986-12,177.38,5.2,9.9,14.6,5.9,0.08,6.39
1987-01,110.23,3.0,9.1,15.2,3.7,0.28,8.71
1987-02,157.02,6.7,12.4,18.0,7.1,0.20,10.39
1987-03,47.47,6.9,14.5,22.2,5.9,0.68,18.18
1987-04,12.89,9.0,18.5,27.9,7.8,0.52,28.71
1987-05,217.17,18.6,24.2,29.9,18.5,0.00,18.76
1987-06,313.85,21.0,26.3,31.6,20.4,0.24,20.46
1987-07,80.69,21.7,27.4,33.1,21.8,0.00,22.21
1987-08,115.90,22.7,28.9,35.1,22.4,0.06,30.02
1987-09,94.89,17.6,24.4,31.2,18.5,0.00,23.23
1987-10,6.89,9.8,18.1,26.4,10.5,0.09,21.16
1987-11,176.07,7.7,14.7,21.7,9.5,0.12,13.72
1987-12,156.58,6.1,12.1,18.0,8.1,0.28,8.72
1988-01,78.09,1.2,7.3,13.5,1.3,0.51,8.47
1988-02,63.37,4.5,10.6,16.8,5.8,0.19,9.80
1988-03,150.64,8.6,15.3,22.0,8.5,0.72,14.95
1988-04,46.80,11.8,19.3,26.7,12.5,0.38,20.55
1988-05,32.80,14.9,22.2,29.6,15.3,0.31,24.53
1988-06,70.48,19.1,25.9,32.7,19.4,0.00,27.48
1988-07,91.54,22.1,27.8,33.5,22.4,0.00,25.64
1988-08,44.64,22.1,28.3,34.6,22.7,0.08,28.23
1988-09,91.90,19.3,25.5,31.7,19.9,0.36,23.40
1988-10,50.12,12.6,19.9,27.2,13.8,0.23,19.76
1988-11,17.06,9.5,16.6,23.8,11.1,0.50,15.15
1988-12,137.89,4.9,11.5,18.2,6.4,0.29,10.42
1989-01,115.55,7.5,12.7,17.9,9.4,0.22,7.74
1989-02,28.06,5.0,10.1,15.1,5.7,0.38,7.71
1989-03,189.79,9.1,15.5,22.0,9.3,0.39,14.55
1989-04,44.24,12.5,19.1,25.6,12.6,0.24,17.79
1989-05,263.34,18.5,24.0,29.5,18.7,0.05,18.51
1989-06,399.96,20.6,25.3,30.0,20.8,0.04,17.01
1989-07,135.06,21.9,27.0,32.1,22.0,0.01,20.73
1989-08,59.16,21.2,26.9,32.6,21.7,0.18,23.57
1989-09,49.02,17.9,24.3,30.7,18.0,0.67,23.75
1989-10,86.86,12.5,20.2,27.8,13.9,0.15,21.99
1989-11,46.48,10.0,16.0,22.0,10.2,0.63,12.45
1989-12,59.89,-0.6,6.0,12.6,-0.0,0.34,8.66
1990-01,230.66,6.4,12.3,18.1,7.7,0.24,9.61
1990-02,107.76,8.5,14.4,20.3,9.6,0.31,11.02
1990-03,175.23,10.8,16.3,21.8,11.5,0.30,11.96
1990-04,106.86,13.2,19.5,25.8,14.3,0.17,16.40
1990-05,136.66,19.1,24.2,29.3,19.2,0.88,18.02
1990-06,110.78,21.8,27.9,34.1,22.1,0.59,27.24
1990-07,86.46,21.1,27.2,33.2,21.6,0.03,25.86
1990-08,26.53,21.2,28.3,35.4,21.5,0.34,32.65
1990-09,114.48,19.8,26.2,32.5,20.4,0.00,25.83
1990-10,89.54,11.4,19.1,26.7,13.1,0.00,19.91
1990-11,91.67,9.1,16.1,23.2,11.4,0.00,14.25
1990-12,99.51,4.4,10.9,17.4,7.6,0.01,8.30
1991-01,291.27,3.8,8.6,13.4,5.2,0.00,5.29
1991-02,158.95,5.9,12.5,19.1,6.4,0.27,11.64
1991-03,74.38,10.0,16.6,23.2,9.8,0.67,16.18
1991-04,235.60,16.1,21.3,26.4,16.6,0.21,14.03
1991-05,218.94,19.5,24.4,29.4,19.7,0.01,16.41
1991-06,193.57,21.4,26.9,32.4,21.5,0.00,21.85
1991-07,85.74,22.3,28.1,33.9,22.1,0.01,26.02
1991-08,141.58,21.5,27.2,32.9,21.5,0.02,24.25
1991-09,126.76,18.7,24.4,30.0,19.0,0.00,19.01
1991-10,48.20,14.5,21.5,28.5,14.8,0.26,21.64
1991-11,108.74,6.1,12.3,18.5,6.2,0.48,10.67
1991-12,189.21,7.8,12.5,17.3,8.9,0.01,7.17
1992-01,166.27,3.8,9.3,14.7,4.5,0.01,7.93
1992-02,218.50,7.3,13.5,19.8,7.7,0.05,12.26
1992-03,183.23,10.0,16.5,23.1,10.4,0.34,15.16
1992-04,112.63,12.9,19.3,25.7,13.3,0.14,17.54
1992-05,54.61,16.8,22.6,28.4,16.8,0.00,19.12
1992-06,150.90,21.0,26.8,32.6,21.3,0.05,23.47
1992-07,135.59,22.4,27.8,33.2,22.6,0.00,22.66
1992-08,57.88,19.9,26.0,32.1,20.0,0.25,23.95
1992-09,54.18,19.6,25.5,31.3,19.8,0.21,21.29
1992-10,59.95,12.3,20.1,27.9,13.5,0.00,21.36
1992-11,156.71,6.0,12.2,18.3,7.5,0.00,9.54
1992-12,161.80,6.5,11.9,17.3,8.6,0.00,6.89
1993-01,133.62,5.0,10.5,15.9,6.3,0.00,6.95
1993-02,80.96,5.3,11.9,18.6,5.9,0.15,11.37
1993-03,266.03,8.0,14.5,21.0,8.5,0.08,13.48
1993-04,99.45,11.1,17.4,23.7,11.2,0.38,14.93
1993-05,140.32,16.5,22.1,27.7,16.6,0.15,17.24
1993-06,335.04,21.8,26.5,31.2,21.5,0.15,18.59
1993-07,31.94,22.3,28.3,34.2,22.5,0.00,26.35
1993-08,55.56,22.3,29.1,35.8,22.1,0.21,32.69
1993-09,78.63,18.7,25.8,33.0,18.9,0.25,28.39
1993-10,118.22,13.6,19.8,26.1,14.3,0.24,16.81
1993-11,166.91,5.9,12.4,18.8,7.2,0.20,10.06
1993-12,134.64,4.7,11.1,17.6,6.1,0.21,10.03
1994-01,135.36,3.5,9.5,15.5,4.5,0.22,7.89
1994-02,107.16,5.4,11.6,17.9,6.3,0.17,9.80
1994-03,86.79,9.4,16.0,22.6,10.0,0.37,14.25
1994-04,60.48,13.6,19.9,26.2,14.3,0.10,16.24
1994-05,207.98,17.3,22.9,28.6,17.6,0.24,17.69
1994-06,117.67,22.2,27.4,32.6,22.1,0.17,21.36
1994-07,58.36,22.1,27.9,33.7,22.0,0.20,25.33
1994-08,118.56,21.4,27.1,32.8,21.8,0.00,22.65
1994-09,45.03,17.8,24.5,31.2,18.3,0.05,22.99
1994-10,635.65,14.7,20.6,26.4,15.5,0.10,15.96
1994-11,27.19,11.7,17.5,23.2,12.5,0.45,12.35
1994-12,124.70,7.3,12.7,18.0,8.2,0.22,8.22
1995-01,176.01,5.2,11.1,16.9,6.1,0.17,8.96
1995-02,58.68,6.0,13.1,20.1,6.6,0.30,13.12
1995-03,186.01,10.9,16.2,21.5,11.0,0.45,12.14
1995-04,136.70,12.9,19.2,25.5,13.9,0.04,15.86
1995-05,105.45,18.5,24.2,30.0,19.3,0.12,18.65
1995-06,118.13,19.3,25.9,32.5,19.3,0.35,26.39
1995-07,203.64,22.2,28.1,34.0,22.8,0.00,24.50
1995-08,137.20,22.6,28.3,34.0,23.1,0.00,23.82
1995-09,81.28,19.1,25.8,32.4,19.2,0.30,26.17
1995-10,133.99,12.2,19.8,27.4,12.9,0.27,20.09
1995-11,139.88,7.7,14.5,21.3,9.3,0.31,12.07
1995-12,184.98,6.0,11.8,17.5,6.9,0.32,9.24
1996-01,86.06,2.9,10.0,17.1,4.7,0.25,9.21
1996-02,22.43,6.0,12.8,19.5,6.0,0.45,14.31
1996-03,16.43,5.8,12.9,20.0,5.2,0.49,14.41
1996-04,80.68,11.6,18.9,26.3,11.8,0.32,19.67
1996-05,62.88,20.0,25.7,31.3,19.6,0.36,22.31
1996-06,222.00,20.3,26.7,33.1,20.9,0.02,25.07
1996-07,137.12,22.6,28.7,34.8,22.7,0.00,27.24
1996-08,168.69,21.5,27.4,33.2,22.2,0.00,23.88
1996-09,188.68,19.2,25.0,30.7,19.8,0.00,19.77
1996-10,55.45,13.9,20.2,26.4,14.9,0.23,15.81
1996-11,93.88,9.9,15.9,21.8,11.3,0.16,10.96
1996-12,98.91,7.0,12.9,18.9,8.2,0.04,9.63
1997-01,156.64,4.4,9.7,15.1,4.6,0.35,8.13
1997-02,178.45,7.2,12.3,17.3,7.0,0.46,9.23
1997-03,111.22,12.8,18.4,24.0,13.0,0.61,13.55
1997-04,144.67,11.2,17.2,23.1,10.8,0.72,14.50
1997-05,134.41,17.4,23.1,28.9,17.3,0.20,18.18
1997-06,120.67,20.6,26.2,31.9,20.7,0.06,22.01
1997-07,71.77,22.4,28.6,34.8,22.5,0.00,27.54
1997-08,60.52,21.8,27.9,34.0,21.6,0.19,26.83
1997-09,62.85,19.7,26.1,32.4,19.7,0.30,25.01
1997-10,132.81,14.0,19.8,25.6,14.5,0.09,15.12
1997-11,110.90,7.0,13.1,19.2,8.6,0.01,10.31
1997-12,160.21,3.3,9.7,16.2,4.5,0.14,8.77
